"playerId","fminsideId","known_name","long_name","year_birth","month_birth","day_birth","age","height_cm","weight_kg","jerseyNumber","country_code","sofifaId","position","Acceleration/speed","Dribbling","Aggression","Ball Control","Crossing","Decision Making","Finishing","Heading","Interceptions","Long Passing","Short Passing","Long Shots","Positioning and Marking","Tackling","Strength","Stamina","GK Diving/One to One","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Height","bucket"
180135,28100360,"Sean Longstaff","Sean  Longstaff",1997,10,30,25,180,65,36,"ENG",237161,"CM",61,65,56,75,60,74.5,61,55,74,74,77,71,69,67,67,78,6,8,13,14,12,180,"Central_midfielders"
180135,28100360,"Sean Longstaff","Sean  Longstaff",1997,10,30,25,180,65,36,"ENG",237161,"CM",61,65,56,75,60,74.5,61,55,74,74,77,71,69,67,67,78,6,8,13,14,12,180,"Central_midfielders"
111773,93031462,"Emil Krafth","Emil  Krafth",1994,8,2,28,184,83,17,"SWE",207650,"RB",65,65.5,69,73,69,66,56,70.5,72,73,71,64,77,74.5,73,68,8,13,15,14,7,184,"Full_backs"
106618,28029911,"Paul Dummett","Paul  Dummett",1991,9,26,31,183,82,3,"WAL",204355,"LB",62.5,62.5,72,70,63,58,41,73,75,68,70,38.5,75,76,70,64,15,11,13,11,13,183,"Full_backs"
75115,28030268,"Callum Wilson","Callum Eddie Graham Wilson",1992,2,27,31,180,66,9,"ENG",196978,"ST",80.5,75,74,79,61,74.5,83,74,40,62,72,73,38,33.5,80,69,10,15,8,10,6,180,"Strikers"
75115,28030268,"Callum Wilson","Callum Eddie Graham Wilson",1992,2,27,31,180,66,9,"ENG",196978,"ST",80.5,75,74,79,61,74.5,83,74,40,62,72,73,38,33.5,80,69,10,15,8,10,6,180,"Strikers"
75115,28030268,"Callum Wilson","Callum Eddie Graham Wilson",1992,2,27,31,180,66,9,"ENG",196978,"ST",80.5,75,74,79,61,74.5,83,74,40,62,72,73,38,33.5,80,69,10,15,8,10,6,180,"Strikers"
219168,93070286,"Alexander Isak","Alexander  Isak",1999,9,21,23,192,77,19,"SWE",233731,"ST",82.5,82,52,86,61,76.5,79,72.5,29,52,75,78.5,25,19.5,75,68,7,6,9,7,11,192,"Strikers"
219168,93070286,"Alexander Isak","Alexander  Isak",1999,9,21,23,192,77,19,"SWE",233731,"ST",82.5,82,52,86,61,76.5,79,72.5,29,52,75,78.5,25,19.5,75,68,7,6,9,7,11,192,"Strikers"
219168,93070286,"Alexander Isak","Alexander  Isak",1999,9,21,23,192,77,19,"SWE",233731,"ST",82.5,82,52,86,61,76.5,79,72.5,29,52,75,78.5,25,19.5,75,68,7,6,9,7,11,192,"Strikers"
90105,61036775,"Ryan Fraser","Ryan  Fraser",1994,2,24,29,163,70,21,"SCO",207807,"RM",83,84,71,77,77,75,68,43,46,60,70,70.5,49,52,50,77,15,14,15,7,10,163,"Side_midfielders"
90105,61036775,"Ryan Fraser","Ryan  Fraser",1994,2,24,29,163,70,21,"SCO",207807,"RM",83,84,71,77,77,75,68,43,46,60,70,70.5,49,52,50,77,15,14,15,7,10,163,"Side_midfielders"
114243,29079830,"Jacob Murphy","Jacob Kai Murphy",1995,2,24,28,179,74,23,"ENG",206085,"RM",81,75,56,73,72,69,65,47.5,65,60,69,70.5,65,62.5,61,73,13,16,13,10,6,179,"Side_midfielders"
114243,29079830,"Jacob Murphy","Jacob Kai Murphy",1995,2,24,28,179,74,23,"ENG",206085,"RM",81,75,56,73,72,69,65,47.5,65,60,69,70.5,65,62.5,61,73,13,16,13,10,6,179,"Side_midfielders"
81441,29036230,"Mark Gillespie","Mark  Gillespie",1992,3,27,31,192,83,29,"ENG",198039,"GK",34.5,27,26,29,13,46,16,40,20,35,34,30,12,15,66,25,68,65,64,67,70,192,"Goalkeeper"
59735,29021698,"Karl Darlow","Karl  Darlow",1990,10,8,32,190,88,26,"ENG",193331,"GK",57,39,13,31,12,45,14,40.5,26,30,36,31,17,11.5,60,44,77,71,68,74,78,190,"Goalkeeper"
104542,28047501,"Loris Karius","Loris  Karius",1993,6,22,30,189,87,18,"GER",203775,"GK",54.5,33.5,21,23,14,55,18,44,13,41,38,35,9,12,64,36,75,66,72,70,75,189,"Goalkeeper"
95715,19073564,"Lucas Moura","Lucas Moura",1992,8,13,30,172,72,27,"BRA",200949,"RW",89,88.5,79,82,70,75,76,83,54,67,72,78.5,36,43.5,59,74,9,10,14,7,14,174,"Wingers"
40383,5128263,"Fraser Forster","Fraser Gerard Forster",1988,3,17,35,201,93,20,"ENG",172203,"GK",30.5,32,44,33,19,51,13,41,22,36,27,31,11,12.5,80,29,76,72,67,75,81,201,"Goalkeeper"
93264,55032265,"Eric Dier","Eric Jeremy Edgar Dier",1994,1,15,29,188,83,15,"ENG",202335,"CB",54,50.5,88,72,64,70,52,76.5,76,76,74,79,79,81.5,91,70,11,14,6,13,9,188,"Central_defenders"
93264,55032265,"Eric Dier","Eric Jeremy Edgar Dier",1994,1,15,29,188,83,15,"ENG",202335,"CB",54,50.5,88,72,64,70,52,76.5,76,76,74,79,79,81.5,91,70,11,14,6,13,9,188,"Central_defenders"
221632,14130029,"Cristian Romero","Cristian  Romero",1998,4,27,25,185,79,17,"ARG",232488,"CB",73.5,63,90,68,42,60.5,48,84,82,64,74,43.5,86,85.5,82,74,5,7,11,10,14,185,"Central_defenders"
221632,14130029,"Cristian Romero","Cristian  Romero",1998,4,27,25,185,79,17,"ARG",232488,"CB",73.5,63,90,68,42,60.5,48,84,82,64,74,43.5,86,85.5,82,74,5,7,11,10,14,185,"Central_defenders"
199584,28106874,"Japhet Tanganga","Japhet  Tanganga",1999,3,31,24,184,76,25,"ENG",236600,"RWB",75,70,87,69,64,65,28,78.5,74,56,71,35.5,75,75.5,83,66,11,9,12,7,14,180,"Full_backs"
184349,29165656,"Ryan Sessegnon","Ryan  Sessegnon",2000,5,18,23,178,70,19,"ENG",235883,"LWB",82,77.5,67,78,77,75,68,60.5,68,65,76,61,69,67.5,60,76,6,11,7,8,7,178,"Full_backs"
173904,76023027,"Davinson Sánchez","Davinson  Sánchez",1996,6,12,27,187,81,6,"COL",220793,"CB",74.5,61.5,85,70,36,62.5,44,77,80,67,73,55,78,81.5,83,68,9,7,10,6,15,187,"Central_defenders"
173904,76023027,"Davinson Sánchez","Davinson  Sánchez",1996,6,12,27,187,81,6,"COL",220793,"CB",74.5,61.5,85,70,36,62.5,44,77,80,67,73,55,78,81.5,83,68,9,7,10,6,15,187,"Central_defenders"
241157,19325045,"Emerson Royal","Emerson Royal",1999,1,14,24,181,79,12,"BRA",247204,"RWB",74,74,80,77,75,65,57,74.5,73,65,77,69.5,75,78.5,74,76,11,13,9,10,13,181,"Full_backs"
132015,27058392,"Pierre-Emile Højbjerg","Pierre-Emile  Højbjerg",1995,8,5,27,187,84,5,"DEN",213648,"CDM",55,71.5,87,80,68,78.5,68,65,82,81,83,82.5,83,78,79,87,9,7,12,11,11,187,"Definsive_midfielders"
115556,28049754,"Ben Davies","Ben Thomas Davies",1993,4,24,30,181,77,33,"WAL",205923,"CB",67.5,67,81,77,71,70.5,58,75.5,81,75,78,58.5,82,80.5,70,76,11,7,6,7,14,181,"Central_defenders"
115556,28049754,"Ben Davies","Ben Thomas Davies",1993,4,24,30,181,77,33,"WAL",205923,"CB",67.5,67,81,77,71,70.5,58,75.5,81,75,78,58.5,82,80.5,70,76,11,7,6,7,14,181,"Central_defenders"
37915,8428653,"Hugo Lloris","Hugo  Lloris",1986,12,26,36,188,82,1,"FRA",167948,"GK",61.5,33,31,29,13,59,10,41.5,25,55,54,35,24,15,43,41,88,83,74,84,88,188,"Goalkeeper"
45034,34012563,"Ivan Perisic","Ivan  Perisic",1989,2,2,34,186,80,14,"CRO",181458,"LM",78.5,79.5,65,82,85,82,80,83.5,72,79,79,81,80,69,80,84,6,7,10,9,6,186,"Side_midfielders"
45034,34012563,"Ivan Perisic","Ivan  Perisic",1989,2,2,34,186,80,14,"CRO",181458,"LM",78.5,79.5,65,82,85,82,80,83.5,72,79,79,81,80,69,80,84,6,7,10,9,6,186,"Side_midfielders"
171101,85078880,"Clément Lenglet","Clément  Lenglet",1995,6,17,28,186,81,34,"FRA",220440,"CB",68,59,75,72,55,72.5,39,80,78,75,83,52,80,73.5,79,71,10,10,9,12,7,186,"Central_defenders"
171101,85078880,"Clément Lenglet","Clément  Lenglet",1995,6,17,28,186,81,34,"FRA",220440,"CB",68,59,75,72,55,72.5,39,80,78,75,83,52,80,73.5,79,71,10,10,9,12,7,186,"Central_defenders"
87835,52032335,"Matt Doherty","Matt  Doherty",1992,1,16,31,185,80,2,"IRL",201417,"RWB",68,70,76,77,79,70.5,64,78,73,71,78,69.5,71,76,72,77,15,8,12,11,9,182,"Full_backs"
227127,13174979,"Yves Bissouma","Yves  Bissouma",1996,8,30,26,182,80,38,"c(""MLI"", ""CIV"")",236480,"CDM",72,77,77,79,65,78,58,72.5,83,78,82,81,80,81.5,75,82,12,8,8,12,8,182,"Definsive_midfielders"
209042,28116496,"Oliver Skipp","Oliver William Skipp",2000,9,16,22,175,70,4,"ENG",241042,"CDM",65,67,80,74,52,72.5,41,56,78,76,78,54,77,77.5,66,74,8,12,9,7,5,175,"Definsive_midfielders"
85971,92020288,"Son Heung-Min","Son Heung-Min",1992,7,8,31,184,77,7,"KOR",200104,"LW",87.5,86,62,84,83,86.5,91,64,39,74,84,88.5,47,33.5,64,88,11,13,13,6,10,183,"Wingers"
78830,28049320,"Harry Kane","Harry  Kane",1993,7,28,29,188,86,10,"ENG",202126,"ST",68,75.5,80,84,80,89.5,93,82,44,85,84,89,50,37,83,83,8,10,11,14,11,188,"Strikers"
78830,28049320,"Harry Kane","Harry  Kane",1993,7,28,29,188,86,10,"ENG",202126,"ST",68,75.5,80,84,80,89.5,93,82,44,85,84,89,50,37,83,83,8,10,11,14,11,188,"Strikers"
78830,28049320,"Harry Kane","Harry  Kane",1993,7,28,29,188,86,10,"ENG",202126,"ST",68,75.5,80,84,80,89.5,93,82,44,85,84,89,50,37,83,83,8,10,11,14,11,188,"Strikers"
232859,29178504,"Djed Spence","Djed  Spence",2000,8,9,22,185,NA,24,"ENG",243702,"RWB",88.5,78,46,71,71,54.5,38,54,70,47,68,49.5,67,68.5,63,78,13,8,7,11,6,184,"Full_backs"
482442,12080051,"Pape Sarr","Pape  Sarr",2002,9,14,20,185,70,29,"SEN",259868,"CM",67.5,68.5,67,74,58,66.5,62,58.5,64,72,78,67,67,68,62,71,14,8,14,8,8,184,"Central_midfielders"
482442,12080051,"Pape Sarr","Pape  Sarr",2002,9,14,20,185,70,29,"SEN",259868,"CM",67.5,68.5,67,74,58,66.5,62,58.5,64,72,78,67,67,68,62,71,14,8,14,8,8,184,"Central_midfielders"
448791,28122840,"Harvey White","Harvey David White",2001,9,19,21,171,60,42,"ENG",245903,"CDM",66.5,71,62,68,68,66,65,57,59,64,67,66.5,62,58,47,68,13,13,12,9,13,178,"Definsive_midfielders"
214572,28106884,"Brandon Austin","Brandon  Austin",1999,1,8,24,188,82,40,"ENG",236568,"GK",32.5,26,27,17,12,38.5,9,36,6,18,19,25,21,12,30,20,69,63,55,64,62,188,"Goalkeeper"
175941,28106871,"Alfie Whiteman","Alfie  Whiteman",1998,10,2,24,189,84,41,"ENG",236239,"GK",31,21.5,25,23,14,37.5,9,39.5,12,25,27,25.5,21,13.5,48,26,68,58,56,60,71,189,"Goalkeeper"
98980,14020367,"Emiliano Martínez","Emiliano  Martínez",1992,9,2,30,195,88,1,"ARG",202811,"GK",58,31,37,35,22,63,16,43,13,59,50,39,11,20,70,40,85,83,82,83,85,195,"Goalkeeper"
230046,19302456,"Douglas Luiz","Douglas Luiz",1998,5,9,25,175,66,6,"BRA",236499,"CDM",67,75,74,83,69,80.5,64,64,77,81,82,80.5,75,71.5,66,76,12,6,13,10,7,175,"Definsive_midfielders"
226944,48043084,"Boubacar Kamara","Boubacar  Kamara",1999,11,23,23,184,68,44,"FRA",236987,"CDM",70.5,69.5,84,77,64,78,47,75.5,86,75,77,65,78,81,76,82,8,12,8,6,11,184,"Definsive_midfielders"
195546,67201783,"Emiliano Buendía","Emiliano  Buendía",1996,12,25,26,172,72,10,"ARG",226162,"RM",71.5,81.5,83,84,78,81,74,75,60,79,83,75,67,64.5,63,71,11,10,13,7,9,172,"Side_midfielders"
195546,67201783,"Emiliano Buendía","Emiliano  Buendía",1996,12,25,26,172,72,10,"ARG",226162,"RM",71.5,81.5,83,84,78,81,74,75,60,79,83,75,67,64.5,63,71,11,10,13,7,9,172,"Side_midfielders"
151589,18057380,"Leander Dendoncker","Leander  Dendoncker",1995,4,15,28,188,83,32,"BEL",212501,"CM",60,64,75,76,75,75,62,75.5,77,78,80,78,78,76.5,85,80,14,8,14,14,6,189,"Central_midfielders"
151589,18057380,"Leander Dendoncker","Leander  Dendoncker",1995,4,15,28,188,83,32,"BEL",212501,"CM",60,64,75,76,75,75,62,75.5,77,78,80,78,78,76.5,85,80,14,8,14,14,6,189,"Central_midfielders"
165659,19188567,"Diego Carlos","Diego Carlos",1993,3,15,30,186,79,3,"BRA",219693,"CB",76.5,63.5,85,71,35,69,32,80.5,83,74,76,65,84,80.5,87,68,7,10,14,7,11,186,"Central_defenders"
165659,19188567,"Diego Carlos","Diego Carlos",1993,3,15,30,186,79,3,"BRA",219693,"CB",76.5,63.5,85,71,35,69,32,80.5,83,74,76,65,84,80.5,87,68,7,10,14,7,11,186,"Central_defenders"
178301,29110623,"Ollie Watkins","Ollie George Arthur Watkins",1995,12,30,27,180,70,11,"ENG",221697,"ST",83,77,52,71,67,70,81,86.5,44,59,72,73,40,41,79,88,14,14,14,6,10,180,"Strikers"
178301,29110623,"Ollie Watkins","Ollie George Arthur Watkins",1995,12,30,27,180,70,11,"ENG",221697,"ST",83,77,52,71,67,70,81,86.5,44,59,72,73,40,41,79,88,14,14,14,6,10,180,"Strikers"
178301,29110623,"Ollie Watkins","Ollie George Arthur Watkins",1995,12,30,27,180,70,11,"ENG",221697,"ST",83,77,52,71,67,70,81,86.5,44,59,72,73,40,41,79,88,14,14,14,6,10,180,"Strikers"
215711,18083491,"Leon Bailey","Leon  Bailey",1997,8,9,25,178,77,31,"JAM",229906,"RM",92.5,85,55,82,74,77,79,66.5,21,65,73,78.5,45,21.5,61,63,12,13,6,15,14,178,"Side_midfielders"
215711,18083491,"Leon Bailey","Leon  Bailey",1997,8,9,25,178,77,31,"JAM",229906,"RM",92.5,85,55,82,74,77,79,66.5,21,65,73,78.5,45,21.5,61,63,12,13,6,15,14,178,"Side_midfielders"
199798,29141827,"Ezri Konsa","Ezri  Konsa",1997,10,23,25,183,77,4,"ENG",227678,"CB",77,66.5,75,74,51,68.5,34,78,79,72,74,45,83,79.5,78,72,14,8,11,13,9,183,"Central_defenders"
199798,29141827,"Ezri Konsa","Ezri  Konsa",1997,10,23,25,183,77,4,"ENG",227678,"CB",77,66.5,75,74,51,68.5,34,78,79,72,74,45,83,79.5,78,72,14,8,11,13,9,183,"Central_defenders"
232653,29193659,"Jacob Ramsey","Jacob Matthew Ramsey",2001,5,28,22,NA,NA,41,"ENG",246923,"CM",75.5,79.5,68,77,68,74.5,76,66.5,69,69,76,76,64,68.5,77,79,14,9,8,6,12,180,"Central_midfielders"
232653,29193659,"Jacob Ramsey","Jacob Matthew Ramsey",2001,5,28,22,NA,NA,41,"ENG",246923,"CM",75.5,79.5,68,77,68,74.5,76,66.5,69,69,76,76,64,68.5,77,79,14,9,8,6,12,180,"Central_midfielders"
84939,29030379,"Danny Ings","Danny  Ings",1992,7,23,31,178,73,9,"ENG",195859,"ST",72,76.5,67,79,66,77,82,77.5,46,61,75,82,38,39.5,69,73,10,13,12,16,6,178,"Strikers"
84939,29030379,"Danny Ings","Danny  Ings",1992,7,23,31,178,73,9,"ENG",195859,"ST",72,76.5,67,79,66,77,82,77.5,46,61,75,82,38,39.5,69,73,10,13,12,16,6,178,"Strikers"
84939,29030379,"Danny Ings","Danny  Ings",1992,7,23,31,178,73,9,"ENG",195859,"ST",72,76.5,67,79,66,77,82,77.5,46,61,75,82,38,39.5,69,73,10,13,12,16,6,178,"Strikers"
203368,85096693,"Frédéric Guilbert","Frédéric  Guilbert",1994,12,24,28,178,70,24,"FRA",227222,"RWB",74.5,68.5,78,74,75,68.5,40,76.5,76,67,74,58.5,72,75.5,75,80,8,14,16,13,7,178,"Full_backs"
18892,5113149,"Ashley Young","Ashley  Young",1985,7,9,38,175,65,18,"ENG",152908,"LM",67,75,83,77,78,75,63,66,76,71,78,67,77,77,68,66,16,10,15,16,15,175,"Side_midfielders"
18892,5113149,"Ashley Young","Ashley  Young",1985,7,9,38,175,65,18,"ENG",152908,"LM",67,75,83,77,78,75,63,66,76,71,78,67,77,77,68,66,16,10,15,16,15,175,"Side_midfielders"
155561,93024775,"Ludwig Augustinsson","Ludwig  Augustinsson",1994,4,21,29,181,74,17,"SWE",212678,"LB",64.5,73.5,67,76,79,73.5,55,63,75,75,79,69.5,74,77.5,63,86,10,12,10,15,8,181,"Full_backs"
122775,85046988,"Morgan Sanson","Morgan  Sanson",1994,8,18,28,180,73,8,"FRA",210896,"CM",69.5,75,73,76,74,77.5,71,70.5,71,78,78,75.5,68,72.5,72,69,6,16,16,9,9,180,"Central_midfielders"
122775,85046988,"Morgan Sanson","Morgan  Sanson",1994,8,18,28,180,73,8,"FRA",210896,"CM",69.5,75,73,76,74,77.5,71,70.5,71,78,78,75.5,68,72.5,72,69,6,16,16,9,9,180,"Central_midfielders"
171771,96047750,"Jan Bednarek","Jan  Bednarek",1996,4,12,27,189,84,20,"POL",220570,"CB",48.5,51,79,59,44,57,19,80.5,81,55,72,24,74,75,82,69,11,13,16,7,9,189,"Central_defenders"
171771,96047750,"Jan Bednarek","Jan  Bednarek",1996,4,12,27,189,84,20,"POL",220570,"CB",48.5,51,79,59,44,57,19,80.5,81,55,72,24,74,75,82,69,11,13,16,7,9,189,"Central_defenders"
184704,13104090,"Marvelous Nakamba","Marvelous  Nakamba",1994,1,19,29,178,71,19,"ZIM",222994,"CDM",63,73,83,69,46,65,36,66.5,74,71,74,64,77,76,74,75,9,15,10,15,8,178,"Definsive_midfielders"
149484,29074544,"Tyrone Mings","Tyrone  Mings",1993,3,13,30,196,77,5,"ENG",212419,"CB",70.5,61.5,86,67,70,64,37,74,77,75,75,51.5,79,77.5,86,68,7,10,13,7,15,196,"Central_defenders"
149484,29074544,"Tyrone Mings","Tyrone  Mings",1993,3,13,30,196,77,5,"ENG",212419,"CB",70.5,61.5,86,67,70,64,37,74,77,75,75,51.5,79,77.5,86,68,7,10,13,7,15,196,"Central_defenders"
122806,61043070,"John McGinn","John  McGinn",1994,10,18,28,178,68,7,"SCO",210881,"CM",69,77.5,79,78,69,72,71,67,73,86,79,79.5,72,74.5,78,90,9,13,12,10,12,178,"Central_midfielders"
122806,61043070,"John McGinn","John  McGinn",1994,10,18,28,178,68,7,"SCO",210881,"CM",69,77.5,79,78,69,72,71,67,73,86,79,79.5,72,74.5,78,90,9,13,12,10,12,178,"Central_midfielders"
515597,37085322,"Lamare Bogarde","Lamare  Bogarde",2004,1,5,19,NA,NA,52,"NED",264209,"CB",56,57.5,67,61,50,46,42,59.5,53,56,58,47,54,60.5,58,52,9,10,11,13,10,183,"Central_defenders"
515597,37085322,"Lamare Bogarde","Lamare  Bogarde",2004,1,5,19,NA,NA,52,"NED",264209,"CB",56,57.5,67,61,50,46,42,59.5,53,56,58,47,54,60.5,58,52,9,10,11,13,10,183,"Central_defenders"
433979,29219088,"Cameron Archer","Cameron  Archer",2001,12,9,21,171,72,35,"ENG",258930,"ST",77.5,72.5,53,71,44,61.5,72,66,22,46,61,67.5,22,19.5,70,61,5,6,12,6,14,181,"Strikers"
433979,29219088,"Cameron Archer","Cameron  Archer",2001,12,9,21,171,72,35,"ENG",258930,"ST",77.5,72.5,53,71,44,61.5,72,66,22,46,61,67.5,22,19.5,70,61,5,6,12,6,14,181,"Strikers"
433979,29219088,"Cameron Archer","Cameron  Archer",2001,12,9,21,171,72,35,"ENG",258930,"ST",77.5,72.5,53,71,44,61.5,72,66,22,46,61,67.5,22,19.5,70,61,5,6,12,6,14,181,"Strikers"
177815,29123128,"Dominic Calvert-Lewin","Dominic  Calvert-Lewin",1997,3,16,26,187,71,9,"ENG",221479,"ST",80,72,78,79,65,70,81,90,35,47,71,72,38,27,82,76,12,12,8,7,11,187,"Strikers"
177815,29123128,"Dominic Calvert-Lewin","Dominic  Calvert-Lewin",1997,3,16,26,187,71,9,"ENG",221479,"ST",80,72,78,79,65,70,81,90,35,47,71,72,38,27,82,76,12,12,8,7,11,187,"Strikers"
177815,29123128,"Dominic Calvert-Lewin","Dominic  Calvert-Lewin",1997,3,16,26,187,71,9,"ENG",221479,"ST",80,72,78,79,65,70,81,90,35,47,71,72,38,27,82,76,12,12,8,7,11,187,"Strikers"
121599,85027988,"Abdoulaye Doucouré","Abdoulaye  Doucouré",1993,1,1,30,184,75,16,"c(""MLI"", ""FRA"")",208135,"CM",66.5,72,78,81,69,76,75,71.5,81,77,81,80.5,76,78,81,89,15,12,12,15,14,184,"Central_midfielders"
121599,85027988,"Abdoulaye Doucouré","Abdoulaye  Doucouré",1993,1,1,30,184,75,16,"c(""MLI"", ""FRA"")",208135,"CM",66.5,72,78,81,69,76,75,71.5,81,77,81,80.5,76,78,81,89,15,12,12,15,14,184,"Central_midfielders"
198826,29142372,"Ben Godfrey","Ben  Godfrey",1998,1,15,25,183,74,22,"ENG",225793,"CB",81,63.5,81,68,56,62,35,76.5,74,65,71,54,75,78,83,74,7,6,12,14,11,183,"Central_defenders"
198826,29142372,"Ben Godfrey","Ben  Godfrey",1998,1,15,25,183,74,22,"ENG",225793,"CB",81,63.5,81,68,56,62,35,76.5,74,65,71,54,75,78,83,74,7,6,12,14,11,183,"Central_defenders"
232928,28115831,"James Garner","James David Garner",2001,3,13,22,186,78,37,"ENG",243657,"CDM",67,69,72,73,69,70.5,59,58,68,77,75,68.5,69,68.5,67,78,10,7,7,5,12,182,"Definsive_midfielders"
153133,28084930,"Alex Iwobi","Alex  Iwobi",1996,5,3,27,180,75,17,"NGA",213655,"RM",74,79,56,78,72,74,63,46.5,35,69,77,67.5,38,42.5,72,65,14,7,12,14,11,185,"Side_midfielders"
153133,28084930,"Alex Iwobi","Alex  Iwobi",1996,5,3,27,180,75,17,"NGA",213655,"RM",74,79,56,78,72,74,63,46.5,35,69,77,67.5,38,42.5,72,65,14,7,12,14,11,185,"Side_midfielders"
94147,28047452,"Conor Coady","Conor David Coady",1993,2,25,30,185,80,30,"ENG",202048,"CB",46,54,66,79,67,76,51,80.5,79,85,81,64,80,77,74,73,8,15,10,12,8,186,"Central_defenders"
94147,28047452,"Conor Coady","Conor David Coady",1993,2,25,30,185,80,30,"ENG",202048,"CB",46,54,66,79,67,76,51,80.5,79,85,81,64,80,77,74,73,8,15,10,12,8,186,"Central_defenders"
173807,28100152,"Tom Davies","Tom  Davies",1998,6,30,25,180,70,26,"ENG",230005,"CM",65,69.5,84,77,66,76,64,58.5,69,74,79,68.5,68,71,65,73,11,12,9,14,10,180,"Central_midfielders"
173807,28100152,"Tom Davies","Tom  Davies",1998,6,30,25,180,70,26,"ENG",230005,"CM",65,69.5,84,77,66,76,64,58.5,69,74,79,68.5,68,71,65,73,11,12,9,14,10,180,"Central_midfielders"
40349,5123112,"Asmir Begovic","Asmir  Begovic",1987,6,20,36,199,101,15,"BIH",172723,"GK",43,29,42,24,14,46,19,25,21,32,26,33.5,18,11.5,79,36,75,77,73,73,71,199,"Goalkeeper"
80801,85032335,"Idrissa Gueye","Idrissa  Gueye",1989,9,26,33,174,66,27,"SEN",193474,"CDM",67.5,77,83,79,60,74.5,60,76,86,76,80,77,82,85,68,85,8,6,8,12,13,174,"Definsive_midfielders"
59949,56001681,"Séamus Coleman","Séamus  Coleman",1988,10,11,34,177,67,23,"IRL",180216,"RB",65,73.5,80,75,75,76,61,68,77,69,77,70,76,79.5,68,65,5,15,10,13,7,177,"Full_backs"
11974,5723489,"Eldin Jakupovic","Eldin  Jakupovic",1984,10,2,38,191,85,35,"c(""SUI"", ""BIH"")",52326,"GK",27.5,23.5,45,22,11,57,12,37.5,24,34,39,29,14,11.5,57,30,61,65,62,65,58,191,"Goalkeeper"
216054,48036492,"Rúben Vinagre","Rúben Vinagre",1999,4,9,24,174,71,29,"POR",235172,"LWB",86,81,63,75,75,70.5,52,53,64,64,71,56,65,65,58,74,11,8,8,9,6,174,"Full_backs"
60252,28005834,"Andros Townsend","Andros  Townsend",1991,7,16,32,181,77,14,"ENG",194932,"RM",74.5,78.5,76,79,78,73.5,67,46,37,70,75,79.5,41,34.5,62,67,13,11,11,11,13,175,"Side_midfielders"
60252,28005834,"Andros Townsend","Andros  Townsend",1991,7,16,32,181,77,14,"ENG",194932,"RM",74.5,78.5,76,79,78,73.5,67,46,37,70,75,79.5,41,34.5,62,67,13,11,11,11,13,175,"Side_midfielders"
11948,134134,"Andy Lonergan","Andy  Lonergan",1983,10,19,39,192,87,31,"ENG",118794,"GK",40.5,30.5,28,24,12,31,14,40.5,12,27,29,25.5,14,14.5,56,28,61,62,50,64,63,192,"Goalkeeper"
106611,28047558,"Michael Keane","Michael Vincent Keane",1993,1,11,30,191,82,5,"ENG",207599,"CB",51.5,56.5,77,65,57,66,50,83.5,78,72,70,52,80,79,86,65,16,7,8,14,11,191,"Central_defenders"
106611,28047558,"Michael Keane","Michael Vincent Keane",1993,1,11,30,191,82,5,"ENG",207599,"CB",51.5,56.5,77,65,57,66,50,83.5,78,72,70,52,80,79,86,65,16,7,8,14,11,191,"Central_defenders"
172632,29114887,"Demarai Gray","Demarai  Gray",1996,6,28,27,180,74,11,"ENG",220633,"LM",86.5,82.5,41,82,73,72.5,77,41,25,60,70,78.5,42,38,59,70,6,11,11,13,10,183,"Side_midfielders"
172632,29114887,"Demarai Gray","Demarai  Gray",1996,6,28,27,180,74,11,"ENG",220633,"LM",86.5,82.5,41,82,73,72.5,77,41,25,60,70,78.5,42,38,59,70,6,11,11,13,10,183,"Side_midfielders"
57134,67063933,"Salomón Rondón","Salomón  Rondón",1989,9,16,33,186,86,33,"VEN",189250,"ST",53.5,60.5,76,72,59,72,73,78.5,26,53,70,74.5,29,23,83,53,13,13,7,5,14,186,"Strikers"
57134,67063933,"Salomón Rondón","Salomón  Rondón",1989,9,16,33,186,86,33,"VEN",189250,"ST",53.5,60.5,76,72,59,72,73,78.5,26,53,70,74.5,29,23,83,53,13,13,7,5,14,186,"Strikers"
57134,67063933,"Salomón Rondón","Salomón  Rondón",1989,9,16,33,186,86,33,"VEN",189250,"ST",53.5,60.5,76,72,59,72,73,78.5,26,53,70,74.5,29,23,83,53,13,13,7,5,14,186,"Strikers"
194164,29128167,"Mason Holgate","Mason Anthony Holgate",1996,10,22,26,184,63,4,"ENG",225024,"CB",71,67,81,70,67,66.5,37,75.5,76,76,76,48.5,74,76,75,73,13,12,9,8,16,184,"Central_defenders"
194164,29128167,"Mason Holgate","Mason Anthony Holgate",1996,10,22,26,184,63,4,"ENG",225024,"CB",71,67,81,70,67,66.5,37,75.5,76,76,76,48.5,74,76,75,73,13,12,9,8,16,184,"Central_defenders"
232826,28116386,"Anthony Gordon","Anthony  Gordon",2001,2,24,22,183,72,10,"ENG",242964,"LM",81.5,76,62,76,75,67,68,53.5,31,67,73,72.5,34,36.5,56,75,5,6,14,7,8,182,"Side_midfielders"
232826,28116386,"Anthony Gordon","Anthony  Gordon",2001,2,24,22,183,72,10,"ENG",242964,"LM",81.5,76,62,76,75,67,68,53.5,31,67,73,72.5,34,36.5,56,75,5,6,14,7,8,182,"Side_midfielders"
